sentence,hypothesis_simple,hypothesis_traditional,clean_sentence,clean_hypothesis_simple,clean_hypothesis_traditional,training_time
嘉庆六年中举人。,加二姓六年种g人,加二姓六年種g人,嘉庆六年中举人,加二姓六年种g人,加二姓六年種g人,1196.6126444339752
车间前方放置了一台扬麦机及一台石磨。,车间前方放置了一台养卖机及一台实没,車間前方放置了一台養賣機及一台實沒,车间前方放置了一台扬麦机及一台石磨,车间前方放置了一台养卖机及一台实没,車間前方放置了一台養賣機及一台實沒,1196.6126444339752
有香味。,有香味,有香味,有香味,有香味,有香味,1196.6126444339752
略阳人。,略阳人,略陽人,略阳人,略阳人,略陽人,1196.6126444339752
视觉特效由工业光魔制作。,视觉特效由工业关模之作,視覺特效由工業關模之作,视觉特效由工业光魔制作,视觉特效由工业关模之作,視覺特效由工業關模之作,1196.6126444339752
陆军不同的部队对其使用也不太一样。,陆军不同的部队对其使用也不太一样,陸軍不同的部隊對其使用也不太一樣,陆军不同的部队对其使用也不太一样,陆军不同的部队对其使用也不太一样,陸軍不同的部隊對其使用也不太一樣,1196.6126444339752
其一二层之间亦有白色的几何图案的装饰。,请药成之间艺有白色的几核图案的专尸,請藥成之間藝有白色的幾核圖案的專屍,其一二层之间亦有白色的几何图案的装饰,请药成之间艺有白色的几核图案的专尸,請藥成之間藝有白色的幾核圖案的專屍,1196.6126444339752
广州是中国大陆四大铁路枢纽之一。,广州是中国大陆四大铁路输扭之一,廣州是中國大陸四大鐵路輸扭之一,广州是中国大陆四大铁路枢纽之一,广州是中国大陆四大铁路输扭之一,廣州是中國大陸四大鐵路輸扭之一,1196.6126444339752
魁北克共产党是加拿大魁北克省的一个共产主义政党。,回辈科共产党是将来到回辈科省的一个共产主义省党,迴辈科共产党是将来到迴辈科省的一个共产主义省党,魁北克共产党是加拿大魁北克省的一个共产主义政党,回辈科共产党是将来到回辈科省的一个共产主义省党,迴辈科共产党是将来到迴辈科省的一个共产主义省党,1196.6126444339752
郭家铭由于出色表现而受到导演的亲睐。,郭家明有于出色表现而受到导演的侵蓝,郭家明有于出色表现而受到导演的侵蓝,郭家铭由于出色表现而受到导演的亲睐,郭家明有于出色表现而受到导演的侵蓝,郭家明有于出色表现而受到导演的侵蓝,1196.6126444339752
今天埃斯基谢希尔是土耳其最重要的工业城市之一。,今天iCG系系而是突然其最重要的工业程式进入,今天iCG系系而是突然其最重要的工業程式進入,今天埃斯基谢希尔是土耳其最重要的工业城市之一,今天icg系系而是突然其最重要的工业程式进入,今天icg系系而是突然其最重要的工業程式進入,1196.6126444339752
大部分科研机构都在平城市。,大部分科研机构都在平层试,大部分科研機構都在平層試,大部分科研机构都在平城市,大部分科研机构都在平层试,大部分科研機構都在平層試,1196.6126444339752
菲永河畔圣阿芒人口变化图示,飞翁和派盛阿芒人口变化图示,飛翁和派盛阿芒人口變化圖示,菲永河畔圣阿芒人口变化图示,飞翁和派盛阿芒人口变化图示,飛翁和派盛阿芒人口變化圖示,1196.6126444339752
团城演武厅由北京市文物局直属单位北京市团城演武厅管理处管理。,团成延武厅由北京市文物局直诉单位北京市团成延武厅管理出管理,團成延武廳由北京市文物局直訴單位北京市團成延武廳管理出管理,团城演武厅由北京市文物局直属单位北京市团城演武厅管理处管理,团成延武厅由北京市文物局直诉单位北京市团成延武厅管理出管理,團成延武廳由北京市文物局直訴單位北京市團成延武廳管理出管理,1196.6126444339752
矩圆叶蓝果树为蓝果树科蓝果树属下的一个变种。,许源叶兰国树为兰国树科兰国树树下的一个变种,許源葉蘭國樹為蘭國樹科蘭國樹樹下的一個變種,矩圆叶蓝果树为蓝果树科蓝果树属下的一个变种,许源叶兰国树为兰国树科兰国树树下的一个变种,許源葉蘭國樹為蘭國樹科蘭國樹樹下的一個變種,1196.6126444339752
杰萨曼县是位于美国肯塔基州内蓝草地区南部的一个县。,解散漫县是位于美国肯太尔基州内兰草地区南部的一个县,解散漫縣是位於美國肯太爾基州內蘭草地區南部的一個縣,杰萨曼县是位于美国肯塔基州内蓝草地区南部的一个县,解散漫县是位于美国肯太尔基州内兰草地区南部的一个县,解散漫縣是位於美國肯太爾基州內蘭草地區南部的一個縣,1196.6126444339752
时间线坐落在第一部作品后的平行世界。,时间线坐落在第一步坐平后的平行世界,時間線坐落在第一步坐平後的平行世界,时间线坐落在第一部作品后的平行世界,时间线坐落在第一步坐平后的平行世界,時間線坐落在第一步坐平後的平行世界,1196.6126444339752
耶路撒冷圣墓骑士团。,"耶路沙冷,圣母骑士快乐","耶路沙冷,聖母騎士快樂",耶路撒冷圣墓骑士团,耶路沙冷 圣母骑士快乐,耶路沙冷 聖母騎士快樂,1196.6126444339752
现时董事长为张仕和。,现实董事长维詹适合,現實董事長維詹適合,现时董事长为张仕和,现实董事长维詹适合,現實董事長維詹適合,1196.6126444339752
并且致力于技术转移在台湾生根的工作。,并且致力于技术者也在台湾生根的工作,並且致力於技術者也在台灣生根的工作,并且致力于技术转移在台湾生根的工作,并且致力于技术者也在台湾生根的工作,並且致力於技術者也在台灣生根的工作,1196.6126444339752
其广泛应用于各个安全领域及军事领域。,习惯换用于各个安全领域及军事领域,習慣換用於各個安全領域及軍事領域,其广泛应用于各个安全领域及军事领域,习惯换用于各个安全领域及军事领域,習慣換用於各個安全領域及軍事領域,1196.6126444339752
荆溪镇是中国福建省福州市闽侯县下辖的一个镇。,惊喜认识中国福建省福州市民后信下架的一个证,驚喜认识中国福建省福州市民后信下架的一个证,荆溪镇是中国福建省福州市闽侯县下辖的一个镇,惊喜认识中国福建省福州市民后信下架的一个证,驚喜认识中国福建省福州市民后信下架的一个证,1196.6126444339752
铁路运输往往远离水。,结录因书往往远离瞬。,結錄因書往往遠離瞬。,铁路运输往往远离水,结录因书往往远离瞬,結錄因書往往遠離瞬,1196.6126444339752
刘嘉鸿亦即时交上人民力量的双轨方案。,刘佳鸿以及石胶上能明力量的双轨发,刘佳鸿以及石膠上能明力量的双轨发,刘嘉鸿亦即时交上人民力量的双轨方案,刘佳鸿以及石胶上能明力量的双轨发,刘佳鸿以及石膠上能明力量的双轨发,1196.6126444339752
河南中牟人。,喷说目前等 squatter,噴說目前等 squatter,河南中牟人,喷说目前等 squatter,噴說目前等 squatter,1196.6126444339752
金朝废除。,金潮废除,金潮廢除,金朝废除,金潮废除,金潮廢除,1196.6126444339752
各个不同军队派别最后决定让塔列布出任总理职。,"各个不从军队害别,最后决定让塔利不出人总理之","各個不從軍隊害別,最後決定讓塔利不出人總理之",各个不同军队派别最后决定让塔列布出任总理职,各个不从军队害别 最后决定让塔利不出人总理之,各個不從軍隊害別 最後決定讓塔利不出人總理之,1196.6126444339752
它亦是一种早期的自动步枪。,他意识于中早期的自动不强,他意識於中早期的自動不強,它亦是一种早期的自动步枪,他意识于中早期的自动不强,他意識於中早期的自動不強,1196.6126444339752
长鳍斑竹鲨为须鲨科斑竹鲨属的鱼类。,长期半污沙为虚杀壳半污沙蜀的鱼类,長期半污沙為虛殺殼半污沙蜀的魚類,长鳍斑竹鲨为须鲨科斑竹鲨属的鱼类,长期半污沙为虚杀壳半污沙蜀的鱼类,長期半污沙為虛殺殼半污沙蜀的魚類,1196.6126444339752
是海河下游重要的跨海河通道之一。,市海和下游中游的跨海和通道之一,市海和下游中游的跨海和通道之一,是海河下游重要的跨海河通道之一,市海和下游中游的跨海和通道之一,市海和下游中游的跨海和通道之一,1196.6126444339752
纵纹锦鱼为隆头鱼科锦鱼属的鱼类。,中文禁诛为龙头于科谨于腐的鱼类,中文禁誅為龍頭於科謹於腐的魚類,纵纹锦鱼为隆头鱼科锦鱼属的鱼类,中文禁诛为龙头于科谨于腐的鱼类,中文禁誅為龍頭於科謹於腐的魚類,1196.6126444339752
突尼西亚奥林匹克委员会是突尼西亚的国家奥林匹克委员会。,"土林西亚奥林啤克文会,去土林西亚的国家奥林啤克文会","土林西亞奧林啤克文會,去土林西亞的國家奧林啤克文會",突尼西亚奥林匹克委员会是突尼西亚的国家奥林匹克委员会,土林西亚奥林啤克文会 去土林西亚的国家奥林啤克文会,土林西亞奧林啤克文會 去土林西亞的國家奧林啤克文會,1196.6126444339752
当米纳哈萨的基督徒购买新年除夕庆祝活动所用的猪肉时发生爆炸。,当米纳哈萨的基督徒购买新年初期庆祝活动所用的弱势发生爆炸,當米納哈薩的基督徒購買新年初期慶祝活動所用的弱勢發生爆炸,当米纳哈萨的基督徒购买新年除夕庆祝活动所用的猪肉时发生爆炸,当米纳哈萨的基督徒购买新年初期庆祝活动所用的弱势发生爆炸,當米納哈薩的基督徒購買新年初期慶祝活動所用的弱勢發生爆炸,1196.6126444339752
而多切斯特和罗克斯伯里则随着诺福克县成立。,而多切斯特和罗克斯伯利则随著诺福科县城里。,而多切斯特和羅克斯伯利則隨著諾福科縣城裡。,而多切斯特和罗克斯伯里则随着诺福克县成立,而多切斯特和罗克斯伯利则随著诺福科县城里,而多切斯特和羅克斯伯利則隨著諾福科縣城裡,1196.6126444339752
李偲嫣经常就香港教育及道德问题发表意见。,李柴妍经常就香港教育及道德问题发表意见,李柴妍經常就香港教育及道德問題發表意見,李偲嫣经常就香港教育及道德问题发表意见,李柴妍经常就香港教育及道德问题发表意见,李柴妍經常就香港教育及道德問題發表意見,1196.6126444339752
托里尼亚是巴西圣保罗州的一个市镇。,托里尼亚是巴西斯马罗州的一个施政,托里尼亚是巴西斯马罗州的一个施政,托里尼亚是巴西圣保罗州的一个市镇,托里尼亚是巴西斯马罗州的一个施政,托里尼亚是巴西斯马罗州的一个施政,1196.6126444339752
两人有着两个女儿。,两个人有这两个女儿,两个人有这两个女儿,两人有着两个女儿,两个人有这两个女儿,两个人有这两个女儿,1196.6126444339752
飞行器通常在机场过夜完成此项检查。,飞星器通常在机场国业完成次向检查,飛星器通常在機場國業完成次向檢查,飞行器通常在机场过夜完成此项检查,飞星器通常在机场国业完成次向检查,飛星器通常在機場國業完成次向檢查,1196.6126444339752
淡蓝色表示为非联播时间播放本地节目。,"大冷死了,表示非滥漠时间播放门地节目","大冷死了,表示非濫漠時間播放門地節目",淡蓝色表示为非联播时间播放本地节目,大冷死了 表示非滥漠时间播放门地节目,大冷死了 表示非濫漠時間播放門地節目,1196.6126444339752
在今天安微省睢溪县与江苏省沛县一带。,在今天安威省虽西线与江苏省配线一带,在今天安威省虽西线与江苏省配线一带,在今天安微省睢溪县与江苏省沛县一带,在今天安威省虽西线与江苏省配线一带,在今天安威省虽西线与江苏省配线一带,1196.6126444339752
兴趣是影片录制。,相取是影片录日,相取是影片錄日,兴趣是影片录制,相取是影片录日,相取是影片錄日,1196.6126444339752
部分播出频率与朝鲜中央广播电台使用的频率相同。,木粉波出频率超显中央广播电台使用的频率相同,木粉波出頻率超顯中央廣播電台使用的頻率相同,部分播出频率与朝鲜中央广播电台使用的频率相同,木粉波出频率超显中央广播电台使用的频率相同,木粉波出頻率超顯中央廣播電台使用的頻率相同,1196.6126444339752
介贵山蹄盖蕨为蹄盖蕨科蹄盖蕨属下的一个变种。,这位是要提概据为提概据可提概据俯瞎的一个变种,这位是要提概据为提概据可提概据俯瞎的一个变种,介贵山蹄盖蕨为蹄盖蕨科蹄盖蕨属下的一个变种,这位是要提概据为提概据可提概据俯瞎的一个变种,这位是要提概据为提概据可提概据俯瞎的一个变种,1196.6126444339752
麦珠子为鼠李科麦珠子属下的一个种。,麦珠子为熟以喝麦珠子属下的一个种,麥珠子為熟以喝麥珠子屬下的一個種,麦珠子为鼠李科麦珠子属下的一个种,麦珠子为熟以喝麦珠子属下的一个种,麥珠子為熟以喝麥珠子屬下的一個種,1196.6126444339752
集团的主要服务方式是由专业审核员提供与行业标准或客户特定要求相关的审核服务。,集团的主要服务方致是由专业审核员提供与行业标准或客户特定要求相关的审核服务,集團的主要服務方致是由專業審核員提供與行業標準或客戶特定要求相關的審核服務,集团的主要服务方式是由专业审核员提供与行业标准或客户特定要求相关的审核服务,集团的主要服务方致是由专业审核员提供与行业标准或客户特定要求相关的审核服务,集團的主要服務方致是由專業審核員提供與行業標準或客戶特定要求相關的審核服務,1196.6126444339752
美国总统杰斐逊决定派遣使者前往摩洛哥和阿尔及利亚试图商谈交换船员。,美国总统杰匪讯决定判点失者欠莫罗格·哈尔·吉利亚试图上三尖缓穿圆,美國總統傑匪訊決定判點失者欠莫羅格·哈爾·吉利亞試圖上三尖緩穿圓,美国总统杰斐逊决定派遣使者前往摩洛哥和阿尔及利亚试图商谈交换船员,美国总统杰匪讯决定判点失者欠莫罗格 哈尔 吉利亚试图上三尖缓穿圆,美國總統傑匪訊決定判點失者欠莫羅格 哈爾 吉利亞試圖上三尖緩穿圓,1196.6126444339752
新当选的人民委员会第一次会议负责选举该委员会的议长。,新当选的人民委员会第一次会以负责选举该会委员会的议长,新當選的人民委員會第一次會以負責選舉該會委員會的議長,新当选的人民委员会第一次会议负责选举该委员会的议长,新当选的人民委员会第一次会以负责选举该会委员会的议长,新當選的人民委員會第一次會以負責選舉該會委員會的議長,1196.6126444339752
九十日币,就是日币,就是日幣,九十日币,就是日币,就是日幣,1196.6126444339752
芒维厄。,猛威威,猛威威,芒维厄,猛威威,猛威威,1196.6126444339752
普雷尼斯人口变化图示,回来你私人口变化图示,回來你私人口變化圖示,普雷尼斯人口变化图示,回来你私人口变化图示,回來你私人口變化圖示,1196.6126444339752
存世数量巨大。,存式数量巨大,存式數量巨大,存世数量巨大,存式数量巨大,存式數量巨大,1196.6126444339752
若没被记录下来,若没被记录下来,若沒被記錄下來,若没被记录下来,若没被记录下来,若沒被記錄下來,1196.6126444339752
一线四星。,一线四星,一線四星,一线四星,一线四星,一線四星,1196.6126444339752
之后转移至东京担任本土防空任务。,之后转一去东京单人本土防空任务,之後轉一去東京單人本土防空任務,之后转移至东京担任本土防空任务,之后转一去东京单人本土防空任务,之後轉一去東京單人本土防空任務,1196.6126444339752
此外前往北爱尔兰贝尔法斯特的国际列车企业号也是自这里发车。,"此外青方白艾尔兰,拜扬法斯特的国际列车起也好,也是自这里发车。","此外青方白艾尔兰,拜扬法斯特的国际列车起也好,也是自这里发车。",此外前往北爱尔兰贝尔法斯特的国际列车企业号也是自这里发车,此外青方白艾尔兰 拜扬法斯特的国际列车起也好 也是自这里发车,此外青方白艾尔兰 拜扬法斯特的国际列车起也好 也是自这里发车,1196.6126444339752
对于宗教屠宰则在遵守宗教习惯的前提下另设规定。,对于中央吐载则在遵守中央习惯的前提下令社规定,對於中央吐載則在遵守中央習慣的前提下令社規定,对于宗教屠宰则在遵守宗教习惯的前提下另设规定,对于中央吐载则在遵守中央习惯的前提下令社规定,對於中央吐載則在遵守中央習慣的前提下令社規定,1196.6126444339752
清朝末年是有位唐山老师父二人共同传授宋江鹿阵及太祖拳。,青春青春默默默的士尔尔尔唐山老师父二人共同传授宋江陆阵及太祖权,青春青春默默默的士尔尔尔唐山老师父二人共同传授宋江陆阵及太祖权,清朝末年是有位唐山老师父二人共同传授宋江鹿阵及太祖拳,青春青春默默默的士尔尔尔唐山老师父二人共同传授宋江陆阵及太祖权,青春青春默默默的士尔尔尔唐山老师父二人共同传授宋江陆阵及太祖权,1196.6126444339752
从松山的主要交通枢纽前往松山城的交通方式如下。,"从松山的主要交通输扭,切望松山城的交通方式如下","從松山的主要交通輸扭,切望松山城的交通方式如下",从松山的主要交通枢纽前往松山城的交通方式如下,从松山的主要交通输扭 切望松山城的交通方式如下,從松山的主要交通輸扭 切望松山城的交通方式如下,1196.6126444339752
保证会给利息,保护荣护给立写,保護榮護給立寫,保证会给利息,保护荣护给立写,保護榮護給立寫,1196.6126444339752
时万历辛己岁正月十九日也。,十万里新几岁 争怨19日夜,十萬里新幾歲 爭怨19日夜,时万历辛己岁正月十九日也,十万里新几岁 争怨19日夜,十萬里新幾歲 爭怨19日夜,1196.6126444339752
格培林寺是位于西藏自治区日喀则市白朗县巴扎乡觉杰村的一座藏传佛教寺院。,隔配林寺是位于西藏自治区日卡泽市白狼镇巴扎湘绝决村的一座葬船佛教思愿。,隔配林寺是位于西藏自治区日卡泽市白狼镇巴扎湘绝决村的一座葬船佛教思愿。,格培林寺是位于西藏自治区日喀则市白朗县巴扎乡觉杰村的一座藏传佛教寺院,隔配林寺是位于西藏自治区日卡泽市白狼镇巴扎湘绝决村的一座葬船佛教思愿,隔配林寺是位于西藏自治区日卡泽市白狼镇巴扎湘绝决村的一座葬船佛教思愿,1196.6126444339752
涂鸦很快已被黑色胶袋遮盖。,突压很快以北黑社交代覆盖,突压很快以北黑社交代覆蓋,涂鸦很快已被黑色胶袋遮盖,突压很快以北黑社交代覆盖,突压很快以北黑社交代覆蓋,1196.6126444339752
野莴苣为菊科莴苣属的植物。,也忘记为局客我技术的职务,也忘記為局客我技術的職務,野莴苣为菊科莴苣属的植物,也忘记为局客我技术的职务,也忘記為局客我技術的職務,1196.6126444339752
萨勒屈朗人口变化图示,撒了去拉人口变化图示,撒了去拉人口變化圖示,萨勒屈朗人口变化图示,撒了去拉人口变化图示,撒了去拉人口變化圖示,1196.6126444339752
印何累累，绶若若邪！,"硬河雷雷,受弱弱邪。","硬河雷雷,受弱弱邪。",印何累累 绶若若邪,硬河雷雷 受弱弱邪,硬河雷雷 受弱弱邪,1196.6126444339752
奥斯汀·理查德·波斯特着名，是一名美国说唱歌手、词曲作者和唱片制作人。,奥斯廷、李查德、波斯特这名是一名美国说唱歌手此举作者和唱篇制作人,奧斯廷、李查德、波斯特這名是一名美國說唱歌手此舉作者和唱篇制作人,奥斯汀 理查德 波斯特着名 是一名美国说唱歌手 词曲作者和唱片制作人,奥斯廷 李查德 波斯特这名是一名美国说唱歌手此举作者和唱篇制作人,奧斯廷 李查德 波斯特這名是一名美國說唱歌手此舉作者和唱篇制作人,1196.6126444339752
王一鸣可以是：,王一鸣可以试,王一鸣可以试,王一鸣可以是,王一鸣可以试,王一鸣可以试,1196.6126444339752
朱袗，字汝衷，湖广黄州府蕲水县人，民籍，明朝政治人物、进士出身。,"朱振自如中,湖广皇州府其水县人名集民朝政治人物近世出身。","朱振自如中,湖廣皇州府其水县人名集民朝政治人物近世出身。",朱袗 字汝衷 湖广黄州府蕲水县人 民籍 明朝政治人物 进士出身,朱振自如中 湖广皇州府其水县人名集民朝政治人物近世出身,朱振自如中 湖廣皇州府其水县人名集民朝政治人物近世出身,1196.6126444339752
相反地，若饮食与血型相容，人就会比较健康。,"相反的,若隐食于血腥香荣,仍就会比较健康。","相反的,若隱食於血腥香榮,仍就會比較健康。",相反地 若饮食与血型相容 人就会比较健康,相反的 若隐食于血腥香荣 仍就会比较健康,相反的 若隱食於血腥香榮 仍就會比較健康,1196.6126444339752
曾在伊士曼音乐学院等学校学习音乐。,存在医师蔓音乐学院等学校学习音乐。,存在醫師蔓音樂學院等學校學習音樂。,曾在伊士曼音乐学院等学校学习音乐,存在医师蔓音乐学院等学校学习音乐,存在醫師蔓音樂學院等學校學習音樂,1196.6126444339752
清朝时期，尚书英和、大学士宝鋆等皆出自该氏。,"清朝时期,上书音盒大学世宝云等接触字该式","清朝時期,上書音盒大學世寶雲等接觸字該式",清朝时期 尚书英和 大学士宝鋆等皆出自该氏,清朝时期 上书音盒大学世宝云等接触字该式,清朝時期 上書音盒大學世寶雲等接觸字該式,1196.6126444339752
克雷西的神秘动物。,克雷西的神秘动物,克雷西的神秘動物,克雷西的神秘动物,克雷西的神秘动物,克雷西的神秘動物,1196.6126444339752
哈乃斐罗兴亚文字是罗兴亚语过往曾经使用的一种统一文字。,哈乃肥萝卜新亚文字是萝卜新亚与过往曾经使用的一种统一文字。,哈乃肥萝卜新亚文字是萝卜新亚与过往曾经使用的一种统一文字。,哈乃斐罗兴亚文字是罗兴亚语过往曾经使用的一种统一文字,哈乃肥萝卜新亚文字是萝卜新亚与过往曾经使用的一种统一文字,哈乃肥萝卜新亚文字是萝卜新亚与过往曾经使用的一种统一文字,1196.6126444339752
部分不是垃圾站亦设有物资分享站供街坊捐赠及取走二手或全新物件。,"部分不是拉基站,意色有物资分享站,共街坊圈增级取走二手或全新物件。","部分不是拉基站,意色有物資分享站,共街坊圈增級取走二手或全新物件。",部分不是垃圾站亦设有物资分享站供街坊捐赠及取走二手或全新物件,部分不是拉基站 意色有物资分享站 共街坊圈增级取走二手或全新物件,部分不是拉基站 意色有物資分享站 共街坊圈增級取走二手或全新物件,1196.6126444339752
范大儒，字子师，山东济南府滨州霑化县人，军籍，明朝政治人物。,"犯大如,自此施,山东几南府兵州沾化现人,军籍民朝政治人物。","犯大如,自此施,山东几南府兵州沾化现人,军籍民朝政治人物。",范大儒 字子师 山东济南府滨州霑化县人 军籍 明朝政治人物,犯大如 自此施 山东几南府兵州沾化现人 军籍民朝政治人物,犯大如 自此施 山东几南府兵州沾化现人 军籍民朝政治人物,1196.6126444339752
在一场抗议会场上，伦敦地区的童军服务员以压倒性的投票支持法兰西斯爵士。,"在一场抗争会议场上,伦敦地区的同军服务员以压倒性的投票支持法兰西斯决士。","在一場抗爭會議場上,倫敦地區的同軍服務員以壓倒性的投票支持法蘭西斯決士。",在一场抗议会场上 伦敦地区的童军服务员以压倒性的投票支持法兰西斯爵士,在一场抗争会议场上 伦敦地区的同军服务员以压倒性的投票支持法兰西斯决士,在一場抗爭會議場上 倫敦地區的同軍服務員以壓倒性的投票支持法蘭西斯決士,1196.6126444339752
环礁呈三角形，直径、周长。,"环交成三角形,直径周长","環交成三角形,直徑周長",环礁呈三角形 直径 周长,环交成三角形 直径周长,環交成三角形 直徑周長,1196.6126444339752
他也曾是三人组团体和二人组团体的成员，并曾独自在电影《》中担任作曲家。,"他也曾是三人组团体和二人组团体的成员,并曾独自在电影中担任作曲家。","他也曾是三人組團體和二人組團體的成員,並曾獨自在電影中擔任作曲家。",他也曾是三人组团体和二人组团体的成员 并曾独自在电影 中担任作曲家,他也曾是三人组团体和二人组团体的成员 并曾独自在电影中担任作曲家,他也曾是三人組團體和二人組團體的成員 並曾獨自在電影中擔任作曲家,1196.6126444339752
母贾氏；继母尹氏。,"母甲式,寂母一世","母甲式,寂母一世",母贾氏 继母尹氏,母甲式 寂母一世,母甲式 寂母一世,1196.6126444339752
恽姓，为中华人民共和国一姓氏。,"韵性,为中华人民共和国一性世","韻性,為中華人民共和國一性世",恽姓 为中华人民共和国一姓氏,韵性 为中华人民共和国一性世,韻性 為中華人民共和國一性世,1196.6126444339752
而原本在片尾的图卡「期待下周」也改成了「期待下次」。,"而原本在片尾的图卡,期待下周,也改成了期待下次。","而原本在片尾的圖卡,期待下周,也改成了期待下次。",而原本在片尾的图卡 期待下周 也改成了 期待下次,而原本在片尾的图卡 期待下周 也改成了期待下次,而原本在片尾的圖卡 期待下周 也改成了期待下次,1196.6126444339752
这项静坐法，相信是佛陀本身曾用过的静坐方法。,"这项建作法,相信是佛陀本身曾用过的建作方法。","這項建作法,相信是佛陀本身曾用過的建作方法。",这项静坐法 相信是佛陀本身曾用过的静坐方法,这项建作法 相信是佛陀本身曾用过的建作方法,這項建作法 相信是佛陀本身曾用過的建作方法,1196.6126444339752
在美国农业部出现关于果树的石版印刷，像是「果树学家报告」和「农业年鉴」等等。,"在美国农业部出现关于果树的石板硬刷,像是果树学家报告和农业年建等等。","在美國農業部出現關於果樹的石板硬刷,像是果樹學家報告和農業年建等等。",在美国农业部出现关于果树的石版印刷 像是 果树学家报告 和 农业年鉴 等等,在美国农业部出现关于果树的石板硬刷 像是果树学家报告和农业年建等等,在美國農業部出現關於果樹的石板硬刷 像是果樹學家報告和農業年建等等,1196.6126444339752
下面的例子演示了通过返回与每本书相关联的书籍和作者来多表查询、分组和聚集。,"下面的例子演示了,通过返回与美本书相关联的书籍和作者来多表查询,分组和聚集。","下面的例子演示了,通過返回與美本書相關聯的書籍和作者來多表查詢,分組和聚集。",下面的例子演示了通过返回与每本书相关联的书籍和作者来多表查询 分组和聚集,下面的例子演示了 通过返回与美本书相关联的书籍和作者来多表查询 分组和聚集,下面的例子演示了 通過返回與美本書相關聯的書籍和作者來多表查詢 分組和聚集,1196.6126444339752
电影由贾斯汀·赫维兹创作配乐，并由指导片中的舞蹈动作。,"电影由假斯厅,贺维兹创作配乐,并由直到偏中的舞蹈动作。","電影由假斯廳,賀維茲創作配樂,並由直到偏中的舞蹈動作。",电影由贾斯汀 赫维兹创作配乐 并由指导片中的舞蹈动作,电影由假斯厅 贺维兹创作配乐 并由直到偏中的舞蹈动作,電影由假斯廳 賀維茲創作配樂 並由直到偏中的舞蹈動作,1196.6126444339752
每位委员任期六年，每两年改任其中的两名。,"每位委员任期六年,每两年改任其中的两名。","每位委員任期六年,每兩年改任其中的兩名。",每位委员任期六年 每两年改任其中的两名,每位委员任期六年 每两年改任其中的两名,每位委員任期六年 每兩年改任其中的兩名,1196.6126444339752
王力威，山东蓬莱人，汉族，中国共产党党员。,"王立威,山东彭来人,汉族,中国共产党党员","王立威,山東彭來人,漢族,中國共產黨黨員",王力威 山东蓬莱人 汉族 中国共产党党员,王立威 山东彭来人 汉族 中国共产党党员,王立威 山東彭來人 漢族 中國共產黨黨員,1196.6126444339752
江西长堎外商投资工业区，是下辖的一个类似乡级单位。,江西城论外商投资工业区是下下的一个类似相机单位,江西城論外商投資工業區是下下的一個類似相機單位,江西长堎外商投资工业区 是下辖的一个类似乡级单位,江西城论外商投资工业区是下下的一个类似相机单位,江西城論外商投資工業區是下下的一個類似相機單位,1196.6126444339752
傅云龙，字蒸甫，抚州金溪人，明朝、南明政治人物。,"富云龙自征府,府招金西人,民朝南民政治人物","富雲龍自征府,府招金西人,民朝南民政治人物",傅云龙 字蒸甫 抚州金溪人 明朝 南明政治人物,富云龙自征府 府招金西人 民朝南民政治人物,富雲龍自征府 府招金西人 民朝南民政治人物,1196.6126444339752
红星农场，可以指：,红心农场可以指,紅心農場可以指,红星农场 可以指,红心农场可以指,紅心農場可以指,1196.6126444339752
此外，为国教天主教特殊制定的条例也限制了宗教宽容。,"此外,魏国教天主教特殊制定的条例也限制了宗教宽容。","此外,魏國教天主教特殊制定的條例也限制了宗教寬容。",此外 为国教天主教特殊制定的条例也限制了宗教宽容,此外 魏国教天主教特殊制定的条例也限制了宗教宽容,此外 魏國教天主教特殊制定的條例也限制了宗教寬容,1196.6126444339752
本赛事除了是亚洲锦标赛，也为世界青少年沙滩手球锦标赛的资格赛。,"本赛是除了是亚洲警标赛,也为世界青少年沙滩首球警标赛的资格赛。","本賽是除了是亞洲警標賽,也為世界青少年沙灘首球警標賽的資格賽。",本赛事除了是亚洲锦标赛 也为世界青少年沙滩手球锦标赛的资格赛,本赛是除了是亚洲警标赛 也为世界青少年沙滩首球警标赛的资格赛,本賽是除了是亞洲警標賽 也為世界青少年沙灘首球警標賽的資格賽,1196.6126444339752
蛇板运动基地,蛇版运动基地,蛇版運動基地,蛇板运动基地,蛇版运动基地,蛇版運動基地,1196.6126444339752
辖境相当今河南省潢川县一带、湖北省麻城市地。,"侠境相当今河南省黄川县一带,湖北省麻城市地。","俠境相當今河南省黃川縣一帶,湖北省麻城市地。",辖境相当今河南省潢川县一带 湖北省麻城市地,侠境相当今河南省黄川县一带 湖北省麻城市地,俠境相當今河南省黃川縣一帶 湖北省麻城市地,1196.6126444339752
其为屏东师专特别师范科、嘉义师范学院语文学系、彰化师范大学特殊教育研究所毕业。,"其为平东市专特别示范科,加以示范学院与文学系,张化示范大学特殊教育研究所毕业。","其為平東市專特別示範科,加以示範學院與文學系,張化示範大學特殊教育研究所畢業。",其为屏东师专特别师范科 嘉义师范学院语文学系 彰化师范大学特殊教育研究所毕业,其为平东市专特别示范科 加以示范学院与文学系 张化示范大学特殊教育研究所毕业,其為平東市專特別示範科 加以示範學院與文學系 張化示範大學特殊教育研究所畢業,1196.6126444339752
