sentence,hypothesis_simple,hypothesis_traditional,clean_sentence,clean_hypothesis_simple,clean_hypothesis_traditional,training_time
回去帮助大家,回去帮助大家,回去帮助大家,回去帮助大家,回去帮助大家,回去帮助大家,4195.143456459045
一开始，狂句和川柳没有区别。,"一开始,狂聚和穿柳没有区别。","一开始,狂聚和穿柳没有区别。",一开始 狂句和川柳没有区别,一开始 狂聚和穿柳没有区别,一开始 狂聚和穿柳没有区别,4195.143456459045
他十分敬仰这种“先于政治的反叛性”。,他十分敬仰这种歇于政治的反叛性,他十分敬仰这种歇于政治的反叛性,他十分敬仰这种 先于政治的反叛性,他十分敬仰这种歇于政治的反叛性,他十分敬仰这种歇于政治的反叛性,4195.143456459045
因为勇者掉进我这个村民挖的陷阱里。,因为勇者掉进我这个村民挖的陷阱里。,因为勇者掉进我这个村民挖的陷阱里。,因为勇者掉进我这个村民挖的陷阱里,因为勇者掉进我这个村民挖的陷阱里,因为勇者掉进我这个村民挖的陷阱里,4195.143456459045
萨尔曼·塔西尔，是一名巴基斯坦商人和政治人物。,萨尔曼·塔希尔是一名巴基斯坦商人和政治人物。,薩爾曼·塔希爾是一名巴基斯坦商人和政治人物。,萨尔曼 塔西尔 是一名巴基斯坦商人和政治人物,萨尔曼 塔希尔是一名巴基斯坦商人和政治人物,薩爾曼 塔希爾是一名巴基斯坦商人和政治人物,4195.143456459045
岩桥由佳是日本的女性声优，福冈县出身。,"岩桥油家是日本的女性声优,福冈县出身。","岩橋油家是日本的女性聲優,福岡縣出身。",岩桥由佳是日本的女性声优 福冈县出身,岩桥油家是日本的女性声优 福冈县出身,岩橋油家是日本的女性聲優 福岡縣出身,4195.143456459045
狮子过去一直是明基友达集团内部的精神象征。,狮子过去一直是鸣鸡友达集团内部的精神象征,獅子过去一直是鸣鸡友达集团内部的精神象征,狮子过去一直是明基友达集团内部的精神象征,狮子过去一直是鸣鸡友达集团内部的精神象征,獅子过去一直是鸣鸡友达集团内部的精神象征,4195.143456459045
母亲是法性院。,母亲是法县院,母亲是法县院,母亲是法性院,母亲是法县院,母亲是法县院,4195.143456459045
正统十三年戊辰科进士。,"正统13年,不诚课尽使","正统13年,不诚课尽使",正统十三年戊辰科进士,正统13年 不诚课尽使,正统13年 不诚课尽使,4195.143456459045
丹妮莉丝赶紧骑到卓耿的背上命令他起飞。,"丹尼蒂斯赶紧骑到左耕的背上,命令他起飞","丹尼蒂斯赶紧骑到左耕的背上,命令他起飞",丹妮莉丝赶紧骑到卓耿的背上命令他起飞,丹尼蒂斯赶紧骑到左耕的背上 命令他起飞,丹尼蒂斯赶紧骑到左耕的背上 命令他起飞,4195.143456459045
阮觉海是越南李朝时期的一位禅宗僧侣。,阮爵海是越南李朝时期的一位禅宗僧侣,阮爵海是越南李朝时期的一位禅宗僧侣,阮觉海是越南李朝时期的一位禅宗僧侣,阮爵海是越南李朝时期的一位禅宗僧侣,阮爵海是越南李朝时期的一位禅宗僧侣,4195.143456459045
赠与价额依赠与时之价值计算。,"赠与价额,依赠与实之价值计算","贈与价额,依贈与实之价值计算",赠与价额依赠与时之价值计算,赠与价额 依赠与实之价值计算,贈与价额 依贈与实之价值计算,4195.143456459045
蒙蒂达斯加梅莱拉斯是巴西北大河州的一个市镇。,"蒙地达斯加,梅来达斯,是巴西北大河洲的一个市镇","蒙地达斯加,梅来达斯,是巴西北大河洲的一个市镇",蒙蒂达斯加梅莱拉斯是巴西北大河州的一个市镇,蒙地达斯加 梅来达斯 是巴西北大河洲的一个市镇,蒙地达斯加 梅来达斯 是巴西北大河洲的一个市镇,4195.143456459045
这使得二极管可以导通正向大电流。,这使得二级管可以导通正向大电流,这使得二级管可以导通正向大电流,这使得二极管可以导通正向大电流,这使得二级管可以导通正向大电流,这使得二级管可以导通正向大电流,4195.143456459045
心急如焚的张保民踏上寻找儿子的路。,心急如焚的张宝民踏上寻找儿子的路,心急如焚的张宝民踏上寻找儿子的路,心急如焚的张保民踏上寻找儿子的路,心急如焚的张宝民踏上寻找儿子的路,心急如焚的张宝民踏上寻找儿子的路,4195.143456459045
吉隆嵩草为莎草科嵩草属下的一个变种。,吉隆耗草为沙草科耗草属下的一个变种,吉隆耗草为沙草科耗草属下的一个变种,吉隆嵩草为莎草科嵩草属下的一个变种,吉隆耗草为沙草科耗草属下的一个变种,吉隆耗草为沙草科耗草属下的一个变种,4195.143456459045
南直隶常州府武进县人。,南直隶常州府五金线人,南直隶常州府五金线人,南直隶常州府武进县人,南直隶常州府五金线人,南直隶常州府五金线人,4195.143456459045
科尔曼县位美国德克萨斯州中西部的一个县。,克尔曼县位于美国德克萨斯州中西部的一个县,克尔曼县位于美国德克萨斯州中西部的一个县,科尔曼县位美国德克萨斯州中西部的一个县,克尔曼县位于美国德克萨斯州中西部的一个县,克尔曼县位于美国德克萨斯州中西部的一个县,4195.143456459045
一般均衡是经济学中局部均衡概念的扩展。,一般均衡是经济学中局部均衡概念的扩展,一般均衡是经济学中局部均衡概念的扩展,一般均衡是经济学中局部均衡概念的扩展,一般均衡是经济学中局部均衡概念的扩展,一般均衡是经济学中局部均衡概念的扩展,4195.143456459045
亚格兰毕业于奥斯陆大学经济系。,亚格兰 毕业于奥斯布大学经济系,亚格兰 毕业于奥斯布大学经济系,亚格兰毕业于奥斯陆大学经济系,亚格兰 毕业于奥斯布大学经济系,亚格兰 毕业于奥斯布大学经济系,4195.143456459045
克洪河畔本吉。,客红和盼本集,客红和盼本集,克洪河畔本吉,客红和盼本集,客红和盼本集,4195.143456459045
全剧为国语发音。,全具为国语发音,全具为国语发音,全剧为国语发音,全具为国语发音,全具为国语发音,4195.143456459045
默莱贝克。,我来贝克,我來貝克,默莱贝克,我来贝克,我來貝克,4195.143456459045
曾有古器物自洞内发现。,曾有古器物自动内发现,曾有古器物自動內發現,曾有古器物自洞内发现,曾有古器物自动内发现,曾有古器物自動內發現,4195.143456459045
圣皮耶尔迪弗雷斯恩。,上片 迪福雷森,上片 迪福雷森,圣皮耶尔迪弗雷斯恩,上片 迪福雷森,上片 迪福雷森,4195.143456459045
华氏式别提出。,华试试别提出,华试试别提出,华氏式别提出,华试试别提出,华试试别提出,4195.143456459045
现时业务在全球经营生产及销售图像及语音技术所研制的创新产品。,现实业务在全球经营生产及销售图像及语音技术所研制的创新产品,现实业务在全球经营生产及销售图像及语音技术所研制的创新产品,现时业务在全球经营生产及销售图像及语音技术所研制的创新产品,现实业务在全球经营生产及销售图像及语音技术所研制的创新产品,现实业务在全球经营生产及销售图像及语音技术所研制的创新产品,4195.143456459045
丢卢阿尔。,就读R,就读R,丢卢阿尔,就读r,就读r,4195.143456459045
现于哥伦比亚大学任教。,限于哥伦比亚大学任教,限于哥伦比亚大学任教,现于哥伦比亚大学任教,限于哥伦比亚大学任教,限于哥伦比亚大学任教,4195.143456459045
可升级成枪将。,可升级成枪匠,可升级成枪匠,可升级成枪将,可升级成枪匠,可升级成枪匠,4195.143456459045
第八届全国人大常委会委员。,第八届全国人大常委会委员,第八届全国人大常委会委员,第八届全国人大常委会委员,第八届全国人大常委会委员,第八届全国人大常委会委员,4195.143456459045
它们与醇盐和烷基锂配制成的超强碱类似。,他们与纯盐和丸极礼配制成的超强碱类似,他们与纯盐和丸极礼配制成的超强碱类似,它们与醇盐和烷基锂配制成的超强碱类似,他们与纯盐和丸极礼配制成的超强碱类似,他们与纯盐和丸极礼配制成的超强碱类似,4195.143456459045
谷歌总部管理层近期宣布他们将会在未来的几个星期与中国政府就一些事宜进行商讨。,谷歌总部管理层近期宣布他们将会在未来的几个星期与中国政府就一些事宜进行商讨,谷歌总部管理层近期宣布他们将会在未来的几个星期与中国政府就一些事宜进行商讨,谷歌总部管理层近期宣布他们将会在未来的几个星期与中国政府就一些事宜进行商讨,谷歌总部管理层近期宣布他们将会在未来的几个星期与中国政府就一些事宜进行商讨,谷歌总部管理层近期宣布他们将会在未来的几个星期与中国政府就一些事宜进行商讨,4195.143456459045
后还曾任北京政府临时参政院参政等职务。,后还曾任北京政府临时参政院参政等职务,后还曾任北京政府临时参政院参政等职务,后还曾任北京政府临时参政院参政等职务,后还曾任北京政府临时参政院参政等职务,后还曾任北京政府临时参政院参政等职务,4195.143456459045
接近诺伦三女神所居住的宫殿。,接近诺伦三女神所居住的宫殿,接近诺伦三女神所居住的宫殿,接近诺伦三女神所居住的宫殿,接近诺伦三女神所居住的宫殿,接近诺伦三女神所居住的宫殿,4195.143456459045
鼻外观整型手术在里面收录了他进行手术重建鼻子的过程。,鼻外观整形手术在里面收录了他进行手术重建鼻子的过程,鼻外观整形手术在里面收录了他进行手术重建鼻子的过程,鼻外观整型手术在里面收录了他进行手术重建鼻子的过程,鼻外观整形手术在里面收录了他进行手术重建鼻子的过程,鼻外观整形手术在里面收录了他进行手术重建鼻子的过程,4195.143456459045
其他自源文字除了东巴文在云南丽江通行外。,其他字元文字除了东巴文在云南丽江通行外,其他字元文字除了东巴文在云南丽江通行外,其他自源文字除了东巴文在云南丽江通行外,其他字元文字除了东巴文在云南丽江通行外,其他字元文字除了东巴文在云南丽江通行外,4195.143456459045
在球场上的位置是守门员。,在球场上的位置是守门员,在球场上的位置是守门员,在球场上的位置是守门员,在球场上的位置是守门员,在球场上的位置是守门员,4195.143456459045
朝鲜人民军次帅。,朝鲜人民军次帅,朝鲜人民军次帅,朝鲜人民军次帅,朝鲜人民军次帅,朝鲜人民军次帅,4195.143456459045
莱斯古莱。,来死苦来,来死苦来,莱斯古莱,来死苦来,来死苦来,4195.143456459045
这种技术与实践领域的发展，同时也推动了它背后的原理与学术研究。,"这种技术与实践领域的发展,同时也推动了它背后的原理与学术研究。","这种技术与实践领域的发展,同时也推动了它背后的原理与学术研究。",这种技术与实践领域的发展 同时也推动了它背后的原理与学术研究,这种技术与实践领域的发展 同时也推动了它背后的原理与学术研究,这种技术与实践领域的发展 同时也推动了它背后的原理与学术研究,4195.143456459045
王用贤，字伯纯，直隶保定府祁州人，民籍，明朝政治人物、进士出身。,"王用贤,自伯纯,直隶保定府启州人,民企,明朝政治人物,近世出身。","王用賢,自伯純,直隸保定府啟州人,民企,明朝政治人物,近世出身。",王用贤 字伯纯 直隶保定府祁州人 民籍 明朝政治人物 进士出身,王用贤 自伯纯 直隶保定府启州人 民企 明朝政治人物 近世出身,王用賢 自伯純 直隸保定府啟州人 民企 明朝政治人物 近世出身,4195.143456459045
每年有数节用于叙述主要事件，事件不需要按编年顺序排序。,"每年有数节用于叙述主要事件,事件不需要按编年顺序排序。","每年有数节用于叙述主要事件,事件不需要按编年顺序排序。",每年有数节用于叙述主要事件 事件不需要按编年顺序排序,每年有数节用于叙述主要事件 事件不需要按编年顺序排序,每年有数节用于叙述主要事件 事件不需要按编年顺序排序,4195.143456459045
加德纳蛙是塞舌蛙科的一种小型青蛙，是塞舌尔群岛的特有种。,"加德纳娃是塞舌蛙科的一种小型青蛙,是塞舌尔群岛的特有种。","加德纳娃是塞舌蛙科的一种小型青蛙,是塞舌尔群岛的特有种。",加德纳蛙是塞舌蛙科的一种小型青蛙 是塞舌尔群岛的特有种,加德纳娃是塞舌蛙科的一种小型青蛙 是塞舌尔群岛的特有种,加德纳娃是塞舌蛙科的一种小型青蛙 是塞舌尔群岛的特有种,4195.143456459045
贝尔丰特是一个位于美国阿拉巴马州杰克逊县的鬼镇。,贝尔松特是一个位于美国阿拉巴马州杰克逊县的鬼镇,貝爾松特是一個位於美國阿拉巴馬州傑克遜縣的鬼鎮,贝尔丰特是一个位于美国阿拉巴马州杰克逊县的鬼镇,贝尔松特是一个位于美国阿拉巴马州杰克逊县的鬼镇,貝爾松特是一個位於美國阿拉巴馬州傑克遜縣的鬼鎮,4195.143456459045
这种与众不同的腕足动物的瓣几乎是一样凸起，壳的外形近乎圆形。,"这种与众不同的万族动物的瓣几乎是一样凸起,壳的外形近乎圆形。","这种与众不同的万族动物的瓣几乎是一样凸起,壳的外形近乎圆形。",这种与众不同的腕足动物的瓣几乎是一样凸起 壳的外形近乎圆形,这种与众不同的万族动物的瓣几乎是一样凸起 壳的外形近乎圆形,这种与众不同的万族动物的瓣几乎是一样凸起 壳的外形近乎圆形,4195.143456459045
干隆四十二年署，担任广东广州府永安县知县。,"甘龙42年属,担任广东广州府永安县支县。","甘龙42年属,担任广东广州府永安县支县。",干隆四十二年署 担任广东广州府永安县知县,甘龙42年属 担任广东广州府永安县支县,甘龙42年属 担任广东广州府永安县支县,4195.143456459045
王籍，字文海，琅邪临沂人，南北朝南齐、南梁官员与文学家。,王吉自文海郎雅林一人南北朝南齐南梁官员与文学家,王吉自文海郎雅林一人南北朝南齐南梁官员与文学家,王籍 字文海 琅邪临沂人 南北朝南齐 南梁官员与文学家,王吉自文海郎雅林一人南北朝南齐南梁官员与文学家,王吉自文海郎雅林一人南北朝南齐南梁官员与文学家,4195.143456459045
有《司空奏议》、《宣慈录》。,"有司空奏意,宣慈禄。","有司空奏意,宣慈祿。",有 司空奏议 宣慈录,有司空奏意 宣慈禄,有司空奏意 宣慈祿,4195.143456459045
肿瘤细胞表面有能被免疫系统识别的肿瘤抗原，而这正是癌症免疫的基础。,"肿瘤细胞表面有能被免疫系统识别的肿瘤抗原,而这正是癌症免疫的基础。","肿瘤细胞表面有能被免疫系统识别的肿瘤抗原,而这正是癌症免疫的基础。",肿瘤细胞表面有能被免疫系统识别的肿瘤抗原 而这正是癌症免疫的基础,肿瘤细胞表面有能被免疫系统识别的肿瘤抗原 而这正是癌症免疫的基础,肿瘤细胞表面有能被免疫系统识别的肿瘤抗原 而这正是癌症免疫的基础,4195.143456459045
文华书院划分为文华中学与文华大学，各自独立办学，互不存在隶属关系。,"文化书院划分为文化中学与文化大学,各自独立办学,互不存在隶属关系。","文化書院劃分為文化中學與文化大學,各自獨立辦學,互不存在隸屬關係。",文华书院划分为文华中学与文华大学 各自独立办学 互不存在隶属关系,文化书院划分为文化中学与文化大学 各自独立办学 互不存在隶属关系,文化書院劃分為文化中學與文化大學 各自獨立辦學 互不存在隸屬關係,4195.143456459045
十六强赛事：以下时间均为当地时间。,"16强赛事,以下时间均为当地时间","16強賽事,以下時間均為當地時間",十六强赛事 以下时间均为当地时间,16强赛事 以下时间均为当地时间,16強賽事 以下時間均為當地時間,4195.143456459045
业务性质为矿产资源开发。,业务性质为矿产资源开发,业务性质为矿产资源开发,业务性质为矿产资源开发,业务性质为矿产资源开发,业务性质为矿产资源开发,4195.143456459045
然而，全面所得税的概念受到当时舆论的普遍抵制而从未落实。,"然而,全面所得税的概念受到当时舆论的普遍抵制而从未落实。","然而,全面所得税的概念受到当时舆论的普遍抵制而从未落实。",然而 全面所得税的概念受到当时舆论的普遍抵制而从未落实,然而 全面所得税的概念受到当时舆论的普遍抵制而从未落实,然而 全面所得税的概念受到当时舆论的普遍抵制而从未落实,4195.143456459045
条件与期限，为中华民国民法中之一章节名。,条件与期限为中华民国民法中之一章节名。,条件与期限为中华民国民法中之一章节名。,条件与期限 为中华民国民法中之一章节名,条件与期限为中华民国民法中之一章节名,条件与期限为中华民国民法中之一章节名,4195.143456459045
此后释觉德就留在新罗弘扬佛法。,"此后,是觉德就留在心罗弘扬佛法。","此后,是觉德就留在心罗弘扬佛法。",此后释觉德就留在新罗弘扬佛法,此后 是觉德就留在心罗弘扬佛法,此后 是觉德就留在心罗弘扬佛法,4195.143456459045
对于建庙原因，庙方是讲有一名自称齐天大圣的乞丐到此地救人，因此盖庙。,"对于建庙的原因,庙坊是讲有一名自称齐天大圣的乞丐到此地救人,因此盖庙。","对于建庙的原因,庙坊是讲有一名自称齐天大圣的乞丐到此地救人,因此盖庙。",对于建庙原因 庙方是讲有一名自称齐天大圣的乞丐到此地救人 因此盖庙,对于建庙的原因 庙坊是讲有一名自称齐天大圣的乞丐到此地救人 因此盖庙,对于建庙的原因 庙坊是讲有一名自称齐天大圣的乞丐到此地救人 因此盖庙,4195.143456459045
在中国的清明节，常常会看到一些人在坟墓前燃烧一些黄色的纸，这就是黄表纸。,"在中国的清明节,常常会看到一些人在坟墓前燃烧一些黄色的纸。这就是黄表纸。","在中国的清明节,常常会看到一些人在坟墓前燃烧一些黄色的纸。这就是黄表纸。",在中国的清明节 常常会看到一些人在坟墓前燃烧一些黄色的纸 这就是黄表纸,在中国的清明节 常常会看到一些人在坟墓前燃烧一些黄色的纸 这就是黄表纸,在中国的清明节 常常会看到一些人在坟墓前燃烧一些黄色的纸 这就是黄表纸,4195.143456459045
温峤有次藏在帐子里吓唬庾会，庾会神色恬静，慢慢跪下说：“您为什么要这样？,"温桥有次藏在帐子里吓唬渔卉,渔卉神色田径,慢慢跪下说,您为什么要这样?","温桥有次藏在帐子里吓唬渔卉,渔卉神色田径,慢慢跪下说,您为什么要这样?",温峤有次藏在帐子里吓唬庾会 庾会神色恬静 慢慢跪下说 您为什么要这样,温桥有次藏在帐子里吓唬渔卉 渔卉神色田径 慢慢跪下说 您为什么要这样,温桥有次藏在帐子里吓唬渔卉 渔卉神色田径 慢慢跪下说 您为什么要这样,4195.143456459045
唐肃宗至德二载。,唐素宗智德二宰,唐素宗智德二宰,唐肃宗至德二载,唐素宗智德二宰,唐素宗智德二宰,4195.143456459045
巴里托河的河口位于该县与班贾尔县的分界处。,阿里托河的河口位于该线与班加尔线的分界处,阿里托河的河口位于该线与班加尔线的分界处,巴里托河的河口位于该县与班贾尔县的分界处,阿里托河的河口位于该线与班加尔线的分界处,阿里托河的河口位于该线与班加尔线的分界处,4195.143456459045
苯膦酸可由苯基磷酰二氯水解制得。,"本凝酸可由本肌凝纤二律,水解致德。","本凝酸可由本肌凝纤二律,水解致德。",苯膦酸可由苯基磷酰二氯水解制得,本凝酸可由本肌凝纤二律 水解致德,本凝酸可由本肌凝纤二律 水解致德,4195.143456459045
文太裕，韩国演员、音乐剧演员。,文泰遇 韩国演员 音乐剧演员,文泰遇 韩国演员 音乐剧演员,文太裕 韩国演员 音乐剧演员,文泰遇 韩国演员 音乐剧演员,文泰遇 韩国演员 音乐剧演员,4195.143456459045
这首歌曲还与歌手山姆·史密斯、提姆巴兰和萝儿的作品作出比较。,这首歌曲还与歌手山姆·史密斯、提姆·巴兰和罗尔的作品做出比较,这首歌曲还与歌手山姆·史密斯、提姆·巴兰和罗尔的作品做出比较,这首歌曲还与歌手山姆 史密斯 提姆巴兰和萝儿的作品作出比较,这首歌曲还与歌手山姆 史密斯 提姆 巴兰和罗尔的作品做出比较,这首歌曲还与歌手山姆 史密斯 提姆 巴兰和罗尔的作品做出比较,4195.143456459045
王调，东汉乐浪郡汉族系当地豪族。,王条 东汉 乐浪郡 汉族系 当地好族,王条 东汉 乐浪郡 汉族系 当地好族,王调 东汉乐浪郡汉族系当地豪族,王条 东汉 乐浪郡 汉族系 当地好族,王条 东汉 乐浪郡 汉族系 当地好族,4195.143456459045
特权不同于访问权限：系统有一个帐户数据库，存储了用户或用户群的特权。,"特权不同于访问权限,系统有一个账户数据库存储了用户或用户群的特权","特权不同于访问权限,系统有一个账户数据库存储了用户或用户群的特权",特权不同于访问权限 系统有一个帐户数据库 存储了用户或用户群的特权,特权不同于访问权限 系统有一个账户数据库存储了用户或用户群的特权,特权不同于访问权限 系统有一个账户数据库存储了用户或用户群的特权,4195.143456459045
年幼时随家人移居澳门生活，中学就读粤华中学，曾任该校乐团首席。,"年幼时,随家人移居澳门生活,中学就读越华中学,曾任该校乐团首席。","年幼时,随家人移居澳门生活,中学就读越华中学,曾任该校乐团首席。",年幼时随家人移居澳门生活 中学就读粤华中学 曾任该校乐团首席,年幼时 随家人移居澳门生活 中学就读越华中学 曾任该校乐团首席,年幼时 随家人移居澳门生活 中学就读越华中学 曾任该校乐团首席,4195.143456459045
经济研究所原所长孙冶方谈到经济民主化必须有政治民主化保证。,经济研究所连所长孙野芳谈到经济民主化必须有政治民主化保证,经济研究所连所长孙野芳谈到经济民主化必须有政治民主化保证,经济研究所原所长孙冶方谈到经济民主化必须有政治民主化保证,经济研究所连所长孙野芳谈到经济民主化必须有政治民主化保证,经济研究所连所长孙野芳谈到经济民主化必须有政治民主化保证,4195.143456459045
陈廉，字威如，直隶大名府元城县人，民籍，明朝政治人物、进士出身。,"成年自威儒,直立大名府,园城县人,民己。明朝政治人物,近世出身。","成年自威儒,直立大名府,園城縣人,民己。明朝政治人物,近世出身。",陈廉 字威如 直隶大名府元城县人 民籍 明朝政治人物 进士出身,成年自威儒 直立大名府 园城县人 民己 明朝政治人物 近世出身,成年自威儒 直立大名府 園城縣人 民己 明朝政治人物 近世出身,4195.143456459045
高崧少年好学，善史书。,高松少年号学善史书,高松少年号学善史书,高崧少年好学 善史书,高松少年号学善史书,高松少年号学善史书,4195.143456459045
万历二十年，登进士第二甲第四十四名，授南京刑部主事。,"万利二十年,登晋史第二甲第四十四名受南京刑部主使。","万利二十年,登晋史第二甲第四十四名受南京刑部主使。",万历二十年 登进士第二甲第四十四名 授南京刑部主事,万利二十年 登晋史第二甲第四十四名受南京刑部主使,万利二十年 登晋史第二甲第四十四名受南京刑部主使,4195.143456459045
圣吉尔斯教堂是英国伦敦市的一座英国圣公会的教堂，奉献给圣吉尔。,"圣吉尔寺教堂是英国伦敦市的一座英国圣公会的教堂,奉献给圣吉尔。","圣吉尔寺教堂是英国伦敦市的一座英国圣公会的教堂,奉献给圣吉尔。",圣吉尔斯教堂是英国伦敦市的一座英国圣公会的教堂 奉献给圣吉尔,圣吉尔寺教堂是英国伦敦市的一座英国圣公会的教堂 奉献给圣吉尔,圣吉尔寺教堂是英国伦敦市的一座英国圣公会的教堂 奉献给圣吉尔,4195.143456459045
欧阳梦旗，清朝江西九江府彭泽县人。,"欧阳孟奇,清朝江西九江府彭泽县人","欧阳孟奇,清朝江西九江府彭泽县人",欧阳梦旗 清朝江西九江府彭泽县人,欧阳孟奇 清朝江西九江府彭泽县人,欧阳孟奇 清朝江西九江府彭泽县人,4195.143456459045
周治中，江西抚州临川唱凯镇人。,"周志忠,江西辅州临川,畅凯证人","周志忠,江西辅州临川,畅凯证人",周治中 江西抚州临川唱凯镇人,周志忠 江西辅州临川 畅凯证人,周志忠 江西辅州临川 畅凯证人,4195.143456459045
道光十二年恩科进士。,"道光12年,增科晋世","道光12年,增科晋世",道光十二年恩科进士,道光12年 增科晋世,道光12年 增科晋世,4195.143456459045
匍根大戟为大戟科大戟属地锦草亚属的植物。,蒲根大吉围大吉科大吉蜀地景草鸭蜀的植物,蒲根大吉圍大吉科大吉蜀地景草鸭蜀的植物,匍根大戟为大戟科大戟属地锦草亚属的植物,蒲根大吉围大吉科大吉蜀地景草鸭蜀的植物,蒲根大吉圍大吉科大吉蜀地景草鸭蜀的植物,4195.143456459045
弘治十七年登戊辰科三甲一百四十九名。,"红治17年登,故成科三甲149名","紅治17年登,故成科三甲149名",弘治十七年登戊辰科三甲一百四十九名,红治17年登 故成科三甲149名,紅治17年登 故成科三甲149名,4195.143456459045
主要产业为旅游业。,主要产业为驴油业,主要产业为驴油业,主要产业为旅游业,主要产业为驴油业,主要产业为驴油业,4195.143456459045
首府康塞普西翁。,首府康塞普希翁,首府康塞普希翁,首府康塞普西翁,首府康塞普希翁,首府康塞普希翁,4195.143456459045
根据国际特赦组织。,根据国际特赦组织,根據國際特赦組織,根据国际特赦组织,根据国际特赦组织,根據國際特赦組織,4195.143456459045
又随朱元璋攻取和州。,又随朱元璋 攻去河州,又随朱元璋 攻去河州,又随朱元璋攻取和州,又随朱元璋 攻去河州,又随朱元璋 攻去河州,4195.143456459045
延平元年就国。,延平元年救国,延平元年救國,延平元年就国,延平元年救国,延平元年救國,4195.143456459045
以色列共产党领导了一个政党联盟和平与平等民主阵线。,以色列共产党领导了一个政党联盟和平与平等民主阵线,以色列共產黨領導了一個政黨聯盟和平與平等民主陣線,以色列共产党领导了一个政党联盟和平与平等民主阵线,以色列共产党领导了一个政党联盟和平与平等民主阵线,以色列共產黨領導了一個政黨聯盟和平與平等民主陣線,4195.143456459045
这是盖朗厄尔世界遗产的一部分。,这是盖朗厄尔世界遗产的一部分,這是蓋朗厄爾世界遺產的一部分,这是盖朗厄尔世界遗产的一部分,这是盖朗厄尔世界遗产的一部分,這是蓋朗厄爾世界遺產的一部分,4195.143456459045
假日时弥敦道及西洋菜南街一带经常水泄不通。,"假日时,弥敦道及西洋菜南街一带经常水泄不通","假日时,弥敦道及西洋菜南街一带经常水泄不通",假日时弥敦道及西洋菜南街一带经常水泄不通,假日时 弥敦道及西洋菜南街一带经常水泄不通,假日时 弥敦道及西洋菜南街一带经常水泄不通,4195.143456459045
在电影中星座号航母扮演大黄蜂号航空母舰。,"在电影中,星座号航母扮演大黄蜂号航空母舰","在电影中,星座号航母扮演大黄蜂号航空母舰",在电影中星座号航母扮演大黄蜂号航空母舰,在电影中 星座号航母扮演大黄蜂号航空母舰,在电影中 星座号航母扮演大黄蜂号航空母舰,4195.143456459045
目前已知该恒星旁有一颗质量与海王星相当的行星存在。,"目前已知,该恒星旁有一颗质量与海王星相当的行星存在","目前已知,該恆星旁有一顆質量與海王星相當的行星存在",目前已知该恒星旁有一颗质量与海王星相当的行星存在,目前已知 该恒星旁有一颗质量与海王星相当的行星存在,目前已知 該恆星旁有一顆質量與海王星相當的行星存在,4195.143456459045
对这种区分的可替代的提法是分别叫做有标记和无标记名词。,对这种区分的可替代的题法是分别叫做有标记和无标记名词,對這種區分的可替代的題法是分別叫做有標記和無標記名詞,对这种区分的可替代的提法是分别叫做有标记和无标记名词,对这种区分的可替代的题法是分别叫做有标记和无标记名词,對這種區分的可替代的題法是分別叫做有標記和無標記名詞,4195.143456459045
常设车站是指一般终年皆有营运的车站。,常涉车站是指一般中年皆有营运的车站,常涉車站是指一般中年皆有營運的車站,常设车站是指一般终年皆有营运的车站,常涉车站是指一般中年皆有营运的车站,常涉車站是指一般中年皆有營運的車站,4195.143456459045
他人将结婚的女友亦称人妻。,"他人将结婚的女友,亦称人妻","他人將結婚的女友,亦稱人妻",他人将结婚的女友亦称人妻,他人将结婚的女友 亦称人妻,他人將結婚的女友 亦稱人妻,4195.143456459045
北京京港地铁有限公司是中国北京的一间城市轨道交通营运公司。,北京京港地铁有限公司是中国北京的一间城市轨道交通营运公司,北京京港地鐵有限公司是中國北京的一間城市軌道交通營運公司,北京京港地铁有限公司是中国北京的一间城市轨道交通营运公司,北京京港地铁有限公司是中国北京的一间城市轨道交通营运公司,北京京港地鐵有限公司是中國北京的一間城市軌道交通營運公司,4195.143456459045
维哥湾的一个海湾。,维哥湾的一个海湾,維哥灣的一個海灣,维哥湾的一个海湾,维哥湾的一个海湾,維哥灣的一個海灣,4195.143456459045
为观赏鱼。,唯观赏余,唯觀賞餘,为观赏鱼,唯观赏余,唯觀賞餘,4195.143456459045
凤凰艺能旗下艺人。,"凤凰亦能,旗下亦人","凤凰亦能,旗下亦人",凤凰艺能旗下艺人,凤凰亦能 旗下亦人,凤凰亦能 旗下亦人,4195.143456459045
奥比特成了双面间谍。,奥里特成了双面间谍,奧里特成了雙面間諜,奥比特成了双面间谍,奥里特成了双面间谍,奧里特成了雙面間諜,4195.143456459045
土地改革和镇压反革命运动是在毛泽东时期第一次发生的大规模屠杀。,土地改革和镇压反革命运动是在毛泽东时期第一次发生的大规模屠杀,土地改革和鎮壓反革命運動是在毛澤東時期第一次發生的大規模屠殺,土地改革和镇压反革命运动是在毛泽东时期第一次发生的大规模屠杀,土地改革和镇压反革命运动是在毛泽东时期第一次发生的大规模屠杀,土地改革和鎮壓反革命運動是在毛澤東時期第一次發生的大規模屠殺,4195.143456459045
楚河是东干人的发源地。,楚河是东干人的发源地,楚河是东干人的发源地,楚河是东干人的发源地,楚河是东干人的发源地,楚河是东干人的发源地,4195.143456459045
